#N 	Name 	S[cm] 	L[cm] 	B[kG] 	G[kG/cm]   S[kG/cm/cm] 	Tilt[deg] 	Tilt_out 	BendAng[deg]
207 	D10010 	7762.5 	10  
208 	MQB1L10 	7777.5 	15 	0 	0.144793 	0 	0
209 	D10005 	7888.41 	110.91  
210 	R1A1 	7938.41 	50   D_E[MeV]=3.6875  E_out[MeV]=362.177
211 	D10006 	7963.41 	25  
212 	R1A2 	8013.41 	50   D_E[MeV]=3.6875  E_out[MeV]=365.864
213 	D10007 	8079.47 	66.06  
214 	R1A3 	8129.47 	50   D_E[MeV]=3.6875  E_out[MeV]=369.552
215 	D10006 	8154.47 	25  
216 	R1A4 	8204.47 	50   D_E[MeV]=3.6875  E_out[MeV]=373.239
217 	D10007 	8270.53 	66.06  
218 	R1A5 	8320.53 	50   D_E[MeV]=3.6875  E_out[MeV]=376.927
219 	D10006 	8345.53 	25  
220 	R1A6 	8395.53 	50   D_E[MeV]=3.6875  E_out[MeV]=380.614
221 	D10007 	8461.59 	66.06  
222 	R1A7 	8511.59 	50   D_E[MeV]=3.6875  E_out[MeV]=384.302
223 	D10006 	8536.59 	25  
224 	R1A8 	8586.59 	50   D_E[MeV]=3.6875  E_out[MeV]=387.989
225 	D10014 	8663.86 	77.2679  
226 	MBT1L11H 	8663.86 	1e-006 	0 	0 	0 	0
227 	D10017 	8685.83 	21.9712  
228 	MAT1L11V 	8685.83 	1e-006 	0 	0 	0 	90
229 	D10018 	8703.81 	17.9761  
230 	IPM1L11 	8703.81 	0   	0 	0 	0 	0
231 	D10016 	8705.5 	1.6948  
232 	MQSnl 	8712.5 	7 	0 	0 	0 	0
233 	D10010 	8722.5 	10  
234 	MQB1L11 	8737.5 	15 	0 	-0.156691 	0 	0
235 	D10005 	8848.41 	110.91  
236 	R1B1 	8898.41 	50   D_E[MeV]=3.6875  E_out[MeV]=391.677
237 	D10006 	8923.41 	25  
238 	R1B2 	8973.41 	50   D_E[MeV]=3.6875  E_out[MeV]=395.364
239 	D10007 	9039.47 	66.06  
240 	R1B3 	9089.47 	50   D_E[MeV]=3.6875  E_out[MeV]=399.052
241 	D10006 	9114.47 	25  
242 	R1B4 	9164.47 	50   D_E[MeV]=3.6875  E_out[MeV]=402.739
243 	D10007 	9230.53 	66.06  
244 	R1B5 	9280.53 	50   D_E[MeV]=3.6875  E_out[MeV]=406.427
245 	D10006 	9305.53 	25  
246 	R1B6 	9355.53 	50   D_E[MeV]=3.6875  E_out[MeV]=410.114
247 	D10007 	9421.59 	66.06  
248 	R1B7 	9471.59 	50   D_E[MeV]=3.6875  E_out[MeV]=413.802
249 	D10006 	9496.59 	25  
250 	R1B8 	9546.59 	50   D_E[MeV]=3.6875  E_out[MeV]=417.489
251 	D10014 	9623.86 	77.2679  
252 	MAT1L12H 	9623.86 	1e-006 	0 	0 	0 	0
253 	D10015 	9663.81 	39.9473  
254 	IPM1L12 	9663.81 	0   	0 	0 	0 	0
255 	D10016 	9665.5 	1.6948  
256 	MQSnl 	9672.5 	7 	0 	0 	0 	0
257 	D10010 	9682.5 	10  
258 	MQB1L12 	9697.5 	15 	0 	0.168589 	0 	0
259 	D10005 	9808.41 	110.91  
260 	R1C1 	9858.41 	50   D_E[MeV]=3.6875  E_out[MeV]=421.177
261 	D10006 	9883.41 	25  
262 	R1C2 	9933.41 	50   D_E[MeV]=3.6875  E_out[MeV]=424.864
263 	D10007 	9999.47 	66.06  
